model,display_name,feature_level,sample_size,subset_sha256_seed_0,subset_sha256_seed_1,subset_sha256_seed_2,delta125_seed_0,delta125_seed_1,delta125_seed_2,delta125_mean,delta125_std,full_delta125,delta125_signed_gap,delta125_absolute_gap,delta125_relative_gap,absrel_seed_0,absrel_seed_1,absrel_seed_2,absrel_mean,absrel_std,full_absrel,absrel_signed_gap,absrel_absolute_gap,absrel_relative_gap,mae_seed_0,mae_seed_1,mae_seed_2,mae_mean,mae_std
cut3r_spatialstack_44323703,SpatialStack 0/1/2,layer_27,25,1ccaf3081f2fded5f3ae55fc9a43d0a57dca69a9ae12bbea1cfa392eb8931463,8deb91b1e559a4619629f0d4e1ce431bbdd7c5e2f40fc619626a7cc8a1fb82c5,f2299cb95fd51f374666233fa3db1b70039edfdcdc9c72f1d6011367b6537fbd,0.6482896208763123,0.644469678401947,0.6380062103271484,0.6435885032018026,0.00519802707098334,0.850587,-0.20699849679819737,0.20699849679819737,0.2433595820277025,0.2109011709690094,0.20566120743751526,0.2122836709022522,0.20961534976959229,0.003493459274572518,0.123149,0.08646634976959229,0.08646634976959229,0.702127908221685,0.36104310051739635,0.3642284047014935,0.37033637205036973,0.3652026257564199,0.004722610924508788
cut3r_spatialstack_44323703,SpatialStack 0/1/2,layer_27,100,d1d499ad2719087570ee5022eaa1cc03fe505b3b32ef5a15cfbd5b85ed4ba990,0b3645f3995f33cc2eee6a487e54c05468e28f9ff27c72aad82f67d29d1facd7,0408acd048b7b6051b9bb1b0f0b7f70d2bcdd6518c126120930ca83d6ff9b7d8,0.7463783621788025,0.7586840391159058,0.7546526193618774,0.7532383402188619,0.006273560419798746,0.850587,-0.09734865978113805,0.09734865978113805,0.11444879804316084,0.16740083694458008,0.1628510057926178,0.16709810495376587,0.16578331589698792,0.002543962180479281,0.123149,0.04263431589698792,0.04263431589698792,0.34620107265985045,0.2912661294371403,0.28440233682166755,0.28755052656682156,0.2877396642752098,0.0034358029733390387
cut3r_spatialstack_44323703,SpatialStack 0/1/2,layer_27,200,41c98a12df9ff81c2777475019d43a153cb65174b56cc7cf06c6b2c13d14e67d,f3ad3624e8243a7183a60ada8f4037f96e06902f6372d8ba0c652df1c0c538c9,40f5aa77baea685f0c6ba25ab020e4752a31d09e425cf07ffd26bdb231994ac8,0.7885428667068481,0.7881860136985779,0.783969521522522,0.786899467309316,0.0025436730828748287,0.850587,-0.06368753269068395,0.06368753269068395,0.07487480139090293,0.15301407873630524,0.15156346559524536,0.15378808975219727,0.1527885446945826,0.0011293304932150272,0.123149,0.029639544694582617,0.029639544694582617,0.2406803522122195,0.26468059579728836,0.26463434294589394,0.2694121771513237,0.26624237196483536,0.0027452292293690065
cut3r_spatialstack_44323703,SpatialStack 0/1/2,layer_27,400,131b47a3f9cb581d0eb96121688b7c80df450bb576555be979d610d04c50ea19,131b47a3f9cb581d0eb96121688b7c80df450bb576555be979d610d04c50ea19,131b47a3f9cb581d0eb96121688b7c80df450bb576555be979d610d04c50ea19,0.8232658505439758,0.8217325806617737,0.8174896836280823,0.8208293716112772,0.002992134021353288,0.850587,-0.029757628388722757,0.029757628388722757,0.03498481447367848,0.13678255677223206,0.137984499335289,0.13706275820732117,0.13727660477161407,0.0006288594803426959,0.123149,0.01412760477161408,0.01412760477161408,0.11471960610004207,0.242276051438509,0.24341074568506552,0.24480810001030828,0.2434982990446276,0.0012682928232729434
zero_spatial,0 spatial,projected_features,25,1ccaf3081f2fded5f3ae55fc9a43d0a57dca69a9ae12bbea1cfa392eb8931463,8deb91b1e559a4619629f0d4e1ce431bbdd7c5e2f40fc619626a7cc8a1fb82c5,f2299cb95fd51f374666233fa3db1b70039edfdcdc9c72f1d6011367b6537fbd,0.5000661015510559,0.4898752272129059,0.5015068054199219,0.49714937806129456,0.006340651372948727,0.617823,-0.12067362193870546,0.12067362193870546,0.19532070178466235,0.3043372929096222,0.30650466680526733,0.29375743865966797,0.30153313279151917,0.006820589551128249,0.228111,0.07342213279151916,0.07342213279151916,0.321870198243483,0.504484360775459,0.5132507347614377,0.5005592014618904,0.5060980989995957,0.006497835613910943
zero_spatial,0 spatial,projected_features,100,d1d499ad2719087570ee5022eaa1cc03fe505b3b32ef5a15cfbd5b85ed4ba990,0b3645f3995f33cc2eee6a487e54c05468e28f9ff27c72aad82f67d29d1facd7,0408acd048b7b6051b9bb1b0f0b7f70d2bcdd6518c126120930ca83d6ff9b7d8,0.537088930606842,0.5320793986320496,0.5467246770858765,0.538631002108256,0.007443422172236136,0.617823,-0.07919199789174403,0.07919199789174403,0.1281791029012258,0.26815447211265564,0.27933555841445923,0.2676496207714081,0.27171321709950763,0.006605965793160239,0.228111,0.04360221709950762,0.04360221709950762,0.1911447369899199,0.4571202715695932,0.46524829971395765,0.4518088116584803,0.45805912764734363,0.0067687552658798646
zero_spatial,0 spatial,projected_features,200,41c98a12df9ff81c2777475019d43a153cb65174b56cc7cf06c6b2c13d14e67d,f3ad3624e8243a7183a60ada8f4037f96e06902f6372d8ba0c652df1c0c538c9,40f5aa77baea685f0c6ba25ab020e4752a31d09e425cf07ffd26bdb231994ac8,0.5613831281661987,0.5664058327674866,0.5698688626289368,0.5658859411875407,0.0042666893236089935,0.617823,-0.05193705881245936,0.05193705881245936,0.08406462500175513,0.2577940821647644,0.2591066360473633,0.2592761814594269,0.2587256332238515,0.000811188599188069,0.228111,0.030614633223851495,0.030614633223851495,0.13420936835072178,0.4367394176562619,0.43495224388681636,0.43240124747933906,0.43469763634080577,0.0021802634870239507
zero_spatial,0 spatial,projected_features,400,131b47a3f9cb581d0eb96121688b7c80df450bb576555be979d610d04c50ea19,131b47a3f9cb581d0eb96121688b7c80df450bb576555be979d610d04c50ea19,131b47a3f9cb581d0eb96121688b7c80df450bb576555be979d610d04c50ea19,0.5886512398719788,0.5881754159927368,0.5901052355766296,0.5889772971471151,0.0010053784941981075,0.617823,-0.028845702852884902,0.028845702852884902,0.04668926675258917,0.24372971057891846,0.24332858622074127,0.2471744269132614,0.24474424123764038,0.002114137413030668,0.228111,0.016633241237640373,0.016633241237640373,0.07291731322750929,0.4123378302691237,0.4132486157630581,0.41302517280526174,0.4128705396124812,0.0004746747541448506
zero_spatial,0 spatial,layer_0,25,1ccaf3081f2fded5f3ae55fc9a43d0a57dca69a9ae12bbea1cfa392eb8931463,8deb91b1e559a4619629f0d4e1ce431bbdd7c5e2f40fc619626a7cc8a1fb82c5,f2299cb95fd51f374666233fa3db1b70039edfdcdc9c72f1d6011367b6537fbd,0.5157951712608337,0.5025377869606018,0.5173680782318115,0.5119003454844157,0.008146265136166243,0.63923,-0.1273296545155843,0.1273296545155843,0.19919223834235614,0.2960422933101654,0.302704393863678,0.2903994023799896,0.29638202985127765,0.0061595267303126405,0.22299,0.07339202985127766,0.07339202985127766,0.3291270005438704,0.4879641113894377,0.49931911768211906,0.4864404472019502,0.49124122542450227,0.007037019655600412
zero_spatial,0 spatial,layer_0,100,d1d499ad2719087570ee5022eaa1cc03fe505b3b32ef5a15cfbd5b85ed4ba990,0b3645f3995f33cc2eee6a487e54c05468e28f9ff27c72aad82f67d29d1facd7,0408acd048b7b6051b9bb1b0f0b7f70d2bcdd6518c126120930ca83d6ff9b7d8,0.5536771416664124,0.5576160550117493,0.5568890571594238,0.5560607512791952,0.00209602661217227,0.63923,-0.08316924872080478,0.08316924872080478,0.13010848790076307,0.2784000337123871,0.2708650827407837,0.25712183117866516,0.268795649210612,0.010788994027172864,0.22299,0.045805649210612004,0.045805649210612004,0.20541571016911972,0.4494005166741825,0.4432243677126979,0.4398831918802551,0.44416935875571184,0.004828521912739841
zero_spatial,0 spatial,layer_0,200,41c98a12df9ff81c2777475019d43a153cb65174b56cc7cf06c6b2c13d14e67d,f3ad3624e8243a7183a60ada8f4037f96e06902f6372d8ba0c652df1c0c538c9,40f5aa77baea685f0c6ba25ab020e4752a31d09e425cf07ffd26bdb231994ac8,0.5796764492988586,0.5696309804916382,0.5787776112556458,0.5760283470153809,0.005558480123766683,0.63923,-0.0632016529846191,0.0632016529846191,0.09887153760715096,0.253306120634079,0.24342253804206848,0.24351820349693298,0.24674895405769348,0.005678874281287089,0.22299,0.023758954057693488,0.023758954057693488,0.10654717277767384,0.4212335766250467,0.42400943525777607,0.4182346582387509,0.42115922337385786,0.0028881064227858867
zero_spatial,0 spatial,layer_0,400,131b47a3f9cb581d0eb96121688b7c80df450bb576555be979d610d04c50ea19,131b47a3f9cb581d0eb96121688b7c80df450bb576555be979d610d04c50ea19,131b47a3f9cb581d0eb96121688b7c80df450bb576555be979d610d04c50ea19,0.6087421774864197,0.59910649061203,0.6052659153938293,0.6043715278307596,0.004879709235195423,0.63923,-0.03485847216924032,0.03485847216924032,0.054531971542700314,0.24337923526763916,0.2358013540506363,0.2397826761007309,0.23965442180633545,0.0037905682697683173,0.22299,0.016664421806335455,0.016664421806335455,0.074731700104648,0.39874407669524004,0.4029036797516137,0.39867216257258903,0.4001066396731476,0.0024225746243755593
zero_spatial,0 spatial,layer_1,25,1ccaf3081f2fded5f3ae55fc9a43d0a57dca69a9ae12bbea1cfa392eb8931463,8deb91b1e559a4619629f0d4e1ce431bbdd7c5e2f40fc619626a7cc8a1fb82c5,f2299cb95fd51f374666233fa3db1b70039edfdcdc9c72f1d6011367b6537fbd,0.5158612728118896,0.5103891491889954,0.5220735669136047,0.51610799630483,0.005846114842548675,0.64669,-0.13058200369517003,0.13058200369517003,0.2019236476444201,0.30298474431037903,0.28917643427848816,0.28610706329345703,0.2927560806274414,0.008990240826302875,0.210034,0.08272208062744141,0.08272208062744141,0.39385090331775524,0.4895822457056085,0.4870438645830666,0.47938445769821575,0.4853368559956303,0.00530887264860599
zero_spatial,0 spatial,layer_1,100,d1d499ad2719087570ee5022eaa1cc03fe505b3b32ef5a15cfbd5b85ed4ba990,0b3645f3995f33cc2eee6a487e54c05468e28f9ff27c72aad82f67d29d1facd7,0408acd048b7b6051b9bb1b0f0b7f70d2bcdd6518c126120930ca83d6ff9b7d8,0.5668023824691772,0.5589246153831482,0.5733451247215271,0.5663573741912842,0.007220546840102439,0.64669,-0.08033262580871581,0.08033262580871581,0.12422122780422738,0.2614920437335968,0.2578679621219635,0.25724470615386963,0.2588682373364766,0.002293552268342201,0.210034,0.04883423733647663,0.04883423733647663,0.2325063434323806,0.4330334402711394,0.43831242967435974,0.42854502257300414,0.4332969641728344,0.004889033033839756
zero_spatial,0 spatial,layer_1,200,41c98a12df9ff81c2777475019d43a153cb65174b56cc7cf06c6b2c13d14e67d,f3ad3624e8243a7183a60ada8f4037f96e06902f6372d8ba0c652df1c0c538c9,40f5aa77baea685f0c6ba25ab020e4752a31d09e425cf07ffd26bdb231994ac8,0.5780638456344604,0.5786322355270386,0.5932906866073608,0.58332892258962,0.00863182040628534,0.64669,-0.06336107741038,0.06336107741038,0.09797751227076341,0.2479698657989502,0.2507956326007843,0.24711331725120544,0.24862627188364664,0.0019269180819266576,0.210034,0.03859227188364664,0.03859227188364664,0.18374297439293943,0.4201736419942347,0.42194952838224475,0.40961165991370996,0.41724494343006313,0.0066699854607451484
zero_spatial,0 spatial,layer_1,400,131b47a3f9cb581d0eb96121688b7c80df450bb576555be979d610d04c50ea19,131b47a3f9cb581d0eb96121688b7c80df450bb576555be979d610d04c50ea19,131b47a3f9cb581d0eb96121688b7c80df450bb576555be979d610d04c50ea19,0.6189462542533875,0.6177963614463806,0.618853747844696,0.618532121181488,0.0006388631698307965,0.64669,-0.02815787881851195,0.02815787881851195,0.04354154048850601,0.23315119743347168,0.2325865775346756,0.2296898365020752,0.2318092038234075,0.0018570103094968393,0.210034,0.021775203823407502,0.021775203823407502,0.10367466135676844,0.3884940470602417,0.3883071323397599,0.38640954512880205,0.3877369081762679,0.0011533229265979848
zero_spatial,0 spatial,layer_6,25,1ccaf3081f2fded5f3ae55fc9a43d0a57dca69a9ae12bbea1cfa392eb8931463,8deb91b1e559a4619629f0d4e1ce431bbdd7c5e2f40fc619626a7cc8a1fb82c5,f2299cb95fd51f374666233fa3db1b70039edfdcdc9c72f1d6011367b6537fbd,0.5366395115852356,0.5330971479415894,0.5438299775123596,0.5378555456797282,0.005468771510862972,0.67117,-0.1333144543202719,0.1333144543202719,0.198629936260965,0.2883435785770416,0.2778380215167999,0.2824656367301941,0.28288241227467853,0.0052651646391503075,0.201039,0.08184341227467853,0.08184341227467853,0.4071021656229813,0.4667641844522049,0.4659063725059552,0.46347131191631624,0.4653806229581588,0.0017082335392617015
zero_spatial,0 spatial,layer_6,100,d1d499ad2719087570ee5022eaa1cc03fe505b3b32ef5a15cfbd5b85ed4ba990,0b3645f3995f33cc2eee6a487e54c05468e28f9ff27c72aad82f67d29d1facd7,0408acd048b7b6051b9bb1b0f0b7f70d2bcdd6518c126120930ca83d6ff9b7d8,0.594546377658844,0.5923125743865967,0.6020011901855469,0.5962867140769958,0.005073351669377558,0.67117,-0.0748832859230042,0.0748832859230042,0.11157126498950219,0.24315330386161804,0.23698802292346954,0.23718960583209991,0.23911031087239584,0.0035027850562713548,0.201039,0.03807131087239585,0.03807131087239585,0.18937276285892712,0.40477800525569685,0.40418152608969277,0.3995415789513529,0.4028337034322475,0.0028666198818728013
zero_spatial,0 spatial,layer_6,200,41c98a12df9ff81c2777475019d43a153cb65174b56cc7cf06c6b2c13d14e67d,f3ad3624e8243a7183a60ada8f4037f96e06902f6372d8ba0c652df1c0c538c9,40f5aa77baea685f0c6ba25ab020e4752a31d09e425cf07ffd26bdb231994ac8,0.6156286597251892,0.6168314218521118,0.615047037601471,0.615835706392924,0.0009100318843034303,0.67117,-0.05533429360707609,0.05533429360707609,0.08244452762649714,0.2252916842699051,0.22777749598026276,0.2257094383239746,0.22625953952471414,0.0013310798109539268,0.201039,0.025220539524714147,0.025220539524714147,0.12545097978359496,0.38537886854431724,0.3863868132521968,0.38741347849514013,0.38639305343055136,0.0010173193293486068
zero_spatial,0 spatial,layer_6,400,131b47a3f9cb581d0eb96121688b7c80df450bb576555be979d610d04c50ea19,131b47a3f9cb581d0eb96121688b7c80df450bb576555be979d610d04c50ea19,131b47a3f9cb581d0eb96121688b7c80df450bb576555be979d610d04c50ea19,0.6443507671356201,0.6449323296546936,0.6469017863273621,0.6453949610392252,0.0013369538427425937,0.67117,-0.02577503896077482,0.02577503896077482,0.03840314519536752,0.21319666504859924,0.211229607462883,0.21539999544620514,0.21327542265256247,0.002086309194006477,0.201039,0.012236422652562473,0.012236422652562473,0.06086591483524328,0.3639734709276714,0.3631871513777333,0.36377148478482685,0.36364403569674386,0.0004083589856898196
zero_spatial,0 spatial,layer_27,25,1ccaf3081f2fded5f3ae55fc9a43d0a57dca69a9ae12bbea1cfa392eb8931463,8deb91b1e559a4619629f0d4e1ce431bbdd7c5e2f40fc619626a7cc8a1fb82c5,f2299cb95fd51f374666233fa3db1b70039edfdcdc9c72f1d6011367b6537fbd,0.46909695863723755,0.45624932646751404,0.4728507995605469,0.4660656948884328,0.008705954694965198,0.57555,-0.1094843051115672,0.1094843051115672,0.1902255322935752,0.3330780863761902,0.3255447447299957,0.32661348581314087,0.3284121056397756,0.00407603778811539,0.249207,0.07920510563977556,0.07920510563977556,0.31782857479836263,0.5399783072845242,0.5487011803296954,0.538932859992154,0.5425374492021245,0.00536348077930931
zero_spatial,0 spatial,layer_27,100,d1d499ad2719087570ee5022eaa1cc03fe505b3b32ef5a15cfbd5b85ed4ba990,0b3645f3995f33cc2eee6a487e54c05468e28f9ff27c72aad82f67d29d1facd7,0408acd048b7b6051b9bb1b0f0b7f70d2bcdd6518c126120930ca83d6ff9b7d8,0.5119752287864685,0.5043221712112427,0.509463906288147,0.508587102095286,0.003901142365627565,0.57555,-0.06696289790471399,0.06696289790471399,0.11634592633952566,0.29235604405403137,0.2872224748134613,0.2885660231113434,0.28938151399294537,0.002662170603175866,0.249207,0.04017451399294536,0.04017451399294536,0.16120941222736665,0.4867276819662147,0.49024123717932566,0.49032712373494525,0.48909868096016185,0.0020537943658221845
zero_spatial,0 spatial,layer_27,200,41c98a12df9ff81c2777475019d43a153cb65174b56cc7cf06c6b2c13d14e67d,f3ad3624e8243a7183a60ada8f4037f96e06902f6372d8ba0c652df1c0c538c9,40f5aa77baea685f0c6ba25ab020e4752a31d09e425cf07ffd26bdb231994ac8,0.5296341180801392,0.5308369398117065,0.5295944809913635,0.5300218462944031,0.0007061698493735446,0.57555,-0.04552815370559693,0.04552815370559693,0.07910373330830846,0.28507328033447266,0.27792489528656006,0.28340578079223633,0.28213465213775635,0.0037398767680881092,0.249207,0.032927652137756336,0.032927652137756336,0.13212972403566647,0.47085699198600717,0.4665805269676774,0.46925606918698,0.4688978627135549,0.0021606184696638044
zero_spatial,0 spatial,layer_27,400,131b47a3f9cb581d0eb96121688b7c80df450bb576555be979d610d04c50ea19,131b47a3f9cb581d0eb96121688b7c80df450bb576555be979d610d04c50ea19,131b47a3f9cb581d0eb96121688b7c80df450bb576555be979d610d04c50ea19,0.5506370663642883,0.5461430549621582,0.5476630926132202,0.5481477379798889,0.002285868646531112,0.57555,-0.02740226202011109,0.02740226202011109,0.047610567318410374,0.2722990810871124,0.2694540023803711,0.26753196120262146,0.26976168155670166,0.0023984073580061173,0.249207,0.02055468155670165,0.02055468155670165,0.08248035390940722,0.4498315629437747,0.45171067043327434,0.4488564900997969,0.4501329078256153,0.001450755974435748
